,bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,TP,TN,FN,FP,Accuracy,Misclass,FPRate,FPRatio,TPR,TNR,Precision,f1
83,83.0,127.0,127.0,0.0,100.0,0.0,10489.0,10133.0,356.0,82.50956762478626,100.0,17.490432375213743,28.463483146067414,356.0,2148.0,0.0,10133.0,0.19814829469019546,0.8018517053098045,0.8250956762478625,28.463483146067414,1.0,0.17490432375213744,0.033940318428830205,0.06565237436606731
84,84.0,126.0,126.0,0.0,100.0,0.0,10615.0,10259.0,356.0,83.53554270824851,100.0,16.464457291751486,28.81741573033708,356.0,2022.0,0.0,10259.0,0.18817757379124792,0.8118224262087521,0.8353554270824851,28.81741573033708,1.0,0.16464457291751486,0.0335374470089496,0.06489836842584998
85,85.0,126.0,126.0,0.0,100.0,0.0,10741.0,10385.0,356.0,84.56151779171077,100.0,15.43848220828923,29.171348314606742,356.0,1896.0,0.0,10385.0,0.1782068528923004,0.8217931471076996,0.8456151779171077,29.171348314606742,1.0,0.15438482208289228,0.0331440275579555,0.0641614850860593
86,86.0,127.0,127.0,0.0,100.0,0.0,10868.0,10512.0,356.0,85.59563553456559,100.0,14.404364465434412,29.528089887640448,356.0,1769.0,0.0,10512.0,0.16815699928780564,0.8318430007121943,0.8559563553456558,29.528089887640448,1.0,0.1440436446543441,0.032756716967243284,0.06343549536707056
87,87.0,126.0,126.0,0.0,100.0,0.0,10994.0,10638.0,356.0,86.62161061802784,100.0,13.378389381972156,29.882022471910112,356.0,1643.0,0.0,10638.0,0.15818627838885813,0.8418137216111419,0.8662161061802784,29.882022471910112,1.0,0.13378389381972153,0.0323812988903038,0.06273127753303964
88,88.0,127.0,127.0,0.0,100.0,0.0,11121.0,10765.0,356.0,87.65572836088266,100.0,12.344271639117338,30.23876404494382,356.0,1516.0,0.0,10765.0,0.14813642478436337,0.8518635752156366,0.8765572836088267,30.23876404494382,1.0,0.12344271639117335,0.03201150975631688,0.06203711771368824
89,89.0,126.0,126.0,0.0,100.0,0.0,11247.0,10891.0,356.0,88.68170344434492,100.0,11.318296555655081,30.59269662921348,356.0,1390.0,0.0,10891.0,0.13816570388541585,0.8618342961145842,0.8868170344434493,30.59269662921348,1.0,0.11318296555655077,0.0316528852138348,0.06136344048952857
90,90.0,126.0,126.0,0.0,100.0,0.0,11373.0,11017.0,356.0,89.70767852780718,100.0,10.292321472192825,30.946629213483146,356.0,1264.0,0.0,11017.0,0.1281949829864683,0.8718050170135317,0.8970767852780718,30.946629213483146,1.0,0.10292321472192818,0.03130220698144729,0.06070423736038879
91,91.0,127.0,127.0,0.0,100.0,0.0,11500.0,11144.0,356.0,90.741796270662,100.0,9.258203729338007,31.303370786516854,356.0,1137.0,0.0,11144.0,0.11814512938197357,0.8818548706180265,0.90741796270662,31.303370786516854,1.0,0.09258203729338002,0.030956521739130435,0.06005398110661269
92,92.0,126.0,126.0,0.0,100.0,0.0,11626.0,11270.0,356.0,91.76777135412426,100.0,8.232228645875736,31.65730337078652,356.0,1011.0,0.0,11270.0,0.10817440848302604,0.8918255915169739,0.9176777135412426,31.65730337078652,1.0,0.08232228645875743,0.030621021847583002,0.05942246703388415
93,93.0,126.0,126.0,0.0,100.0,0.0,11752.0,11396.0,356.0,92.79374643758652,100.0,7.20625356241348,32.01123595505618,356.0,885.0,0.0,11396.0,0.0982036875840785,0.9017963124159215,0.9279374643758651,32.01123595505618,1.0,0.07206253562413484,0.0302927161334241,0.05880409646514701
94,94.0,127.0,127.0,0.0,100.0,0.0,11879.0,11523.0,356.0,93.82786418044134,100.0,6.172135819558662,32.36797752808989,356.0,758.0,0.0,11523.0,0.08815383397958376,0.9118461660204162,0.9382786418044133,32.36797752808989,1.0,0.061721358195586676,0.02996885259701995,0.05819370657948509
95,95.0,126.0,126.0,0.0,100.0,0.0,12005.0,11649.0,356.0,94.8538392639036,100.0,5.146160736096405,32.72191011235955,356.0,632.0,0.0,11649.0,0.07818311308063623,0.9218168869193638,0.9485383926390359,32.72191011235955,1.0,0.05146160736096409,0.029654310703873386,0.05760051775746299
96,96.0,127.0,127.0,0.0,100.0,0.0,12132.0,11776.0,356.0,95.88795700675841,100.0,4.112042993241587,33.07865168539326,356.0,505.0,0.0,11776.0,0.06813325947614149,0.9318667405238585,0.9588795700675841,33.07865168539326,1.0,0.04112042993241593,0.02934388394329047,0.057014734144778985
97,97.0,126.0,126.0,0.0,100.0,0.0,12258.0,11902.0,356.0,96.91393209022067,100.0,3.086067909779331,33.43258426966292,356.0,379.0,0.0,11902.0,0.05816253857719395,0.941837461422806,0.9691393209022067,33.43258426966292,1.0,0.030860679097793338,0.029042258117147984,0.056445219597272875
98,98.0,126.0,126.0,0.0,100.0,0.0,12384.0,12028.0,356.0,97.93990717368293,100.0,2.0600928263170744,33.78651685393258,356.0,253.0,0.0,12028.0,0.04819181767824642,0.9518081823217536,0.9793990717368293,33.78651685393258,1.0,0.02060092826317075,0.028746770025839793,0.055886970172684465
99,99.0,127.0,127.0,0.0,100.0,0.0,12511.0,12155.0,356.0,98.97402491653774,100.0,1.0259750834622565,34.14325842696629,356.0,126.0,0.0,12155.0,0.03814196407375168,0.9618580359262483,0.9897402491653774,34.14325842696629,1.0,0.010259750834622588,0.028454959635520742,0.05533535400637289
100,100.0,126.0,126.0,0.0,100.0,0.0,12637.0,12281.0,356.0,100.0,100.0,0.0,34.497191011235955,356.0,0.0,0.0,12281.0,0.028171243174804145,0.9718287568251959,1.0,34.497191011235955,1.0,0.0,0.028171243174804145,0.054798737781882545
